0	it is dark , brooding and slow , and takes its central idea way too seriously .	It is dark, incubating and slow, and takes its central idea far too seriously.
1	this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .	This sensitive, intelligent, learned, imperious drama to come-of-age sinks into the passive-aggressive psychology of co-dependence and the struggle for self-esteem.
1	nicole kidman evolved from star to superstar some time over the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while .	nicole kidman has evolved from star to superstar for some time in the past year, which means that the birthday girl is the kind of weird attractive minor movie she might not do for a while.
1	bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .	Bloody Sunday has the grace to call for prevention rather than blame, making one of the best war movies ever made.
1	it really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn . '	It's really a shame that more wo doesn't have the opportunity to kiss little, sweet'vevelyn.'
0	feel free to go get popcorn whenever he ' s not onscreen .	Don't hesitate to go get popcorn every time it's not on the screen.
0	the movie ' s ultimate point - - that everyone should be themselves - - is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness .	The ultimate point of the film - that everyone should be himself - is trite, but the writer and director michel gondry repeats it to the point of ridicule.
1	despite the film ' s shortcomings , the stories are quietly moving .	Despite the defects of the film, the stories are discreetly moving.
0	a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .	a twist soap-opera quality in the last 20 minutes... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination.
0	a high-minded snoozer .	A high-minded snoozer.
1	a taut , sobering film .	It's a hot, drunken movie.
0	statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .	statham uses an accent that, I think, is supposed to be an attempt by American hardass, but sometimes just fell into a non-hidden British.
0	sadly , ` garth ' has n't progressed as nicely as ` wayne . '	"Unfortunately, "" garth "" has not progressed as well as "" wayne ""."
1	it ' s affecting , amusing , sad and reflective .	It affects, fun, sad and reflective.
1	ya-yas everywhere will forgive the flaws and love the film .	ya-yas everywhere will forgive flaws and love the movie.
0	plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .	plays like a long, meandering sketch inspired by the works of john eaux and todd solondz, rather than a fully developed story.
1	passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...	passion, melodrama, pain, sledge, and tears cascade on the screen effortlessly...
1	human nature is a goofball movie , in the way that malkovich was , but it tries too hard .	human nature is an idiot movie, in the way malkovich was, but he tries too hard.
0	it ' s fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .	It is appropriate that a film as artificial and soulless as the country carries owes its genesis to an animatronic exposure in disneyland.
1	smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play .	intelligent, funny and just honest enough to provide the pleasures of a slightly naughty game, just above the average off - wide track.
